Company Name,Symbol, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
IZMO Limited,IZMO,BE,05-FEB-2007,10,1,INE848A01014,10
The Jammu & Kashmir Bank Limited,J&KBANK,EQ,22-JUL-1998,1,1,INE168A01041,1
Jagran Prakashan Limited,JAGRAN,EQ,22-FEB-2006,2,1,INE199G01027,2
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,EQ,01-MAR-2000,2,1,INE048B01035,2
Jai Balaji Industries Limited,JAIBALAJI,EQ,09-DEC-2003,2,1,INE091G01026,2
Jai Corp Limited,JAICORPLTD,EQ,26-NOV-1997,1,1,INE070D01027,1
Nandani Creation Limited,JAIPURKURT,EQ,02-SEP-2021,10,1,INE696V01013,10
Jamna Auto Industries Limited,JAMNAAUTO,EQ,10-DEC-2010,1,1,INE039C01032,1
Jash Engineering Limited,JASH,EQ,30-OCT-2019,2,1,INE039O01029,2
Jayant Agro Organics Limited,JAYAGROGN,EQ,17-APR-1996,5,1,INE785A01026,5
Jay Bharat Maruti Limited,JAYBARMARU,EQ,03-JAN-1996,2,1,INE571B01036,2
Jayaswal Neco Industries Limited,JAYNECOIND,EQ,10-MAY-1995,10,1,INE854B01010,10
Jayshree Tea & Industries Limited,JAYSREETEA,EQ,15-FEB-1995,5,1,INE364A01020,5
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM,EQ,29-APR-2003,1,1,INE572A01036,1
JBM Auto Limited,JBMA,EQ,17-DEC-2004,1,1,INE927D01051,1
Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC,EQ,03-JAN-2000,10,1,INE782A01015,10
Jet Freight Logistics Limited,JETFREIGHT,EQ,21-DEC-2021,5,1,INE982V01025,5
J.G.Chemicals Limited,JGCHEM,EQ,13-MAR-2024,10,1,INE0MB501011,10
JHS Svendgaard Laboratories Limited,JHS,EQ,21-OCT-2006,10,1,INE544H01014,10
Jindal Photo Limited,JINDALPHOT,BE,07-APR-2005,10,1,INE796G01012,10
Jindal Poly Films Limited,JINDALPOLY,EQ,21-JAN-2002,10,1,INE197D01010,10
Jindal Saw Limited,JINDALSAW,EQ,29-APR-2003,1,1,INE324A01032,1
Jindal Steel & Power Limited,JINDALSTEL,EQ,29-DEC-1999,1,1,INE749A01030,1
Jindal Drilling And Industries Limited,JINDRILL,EQ,22-DEC-2006,5,1,INE742C01031,5
Jindal Worldwide Limited,JINDWORLD,EQ,25-NOV-2010,1,1,INE247D01039,1
Jio Financial Services Limited,JIOFIN,EQ,21-AUG-2023,10,1,INE758E01017,10
Jain Irrigation Systems Limited,JISLDVREQS,EQ,30-NOV-2011,2,1,IN9175A01010,2
Jain Irrigation Systems Limited,JISLJALEQS,EQ,13-AUG-2001,2,1,INE175A01038,2
JITF Infralogistics Limited,JITFINFRA,BE,27-FEB-2017,2,1,INE863T01013,2
JK Cement Limited,JKCEMENT,EQ,14-MAR-2006,10,1,INE823G01014,10
J.Kumar Infraprojects Limited,JKIL,EQ,12-FEB-2008,5,1,INE576I01022,5
JK Lakshmi Cement Limited,JKLAKSHMI,EQ,19-JUN-2006,5,1,INE786A01032,5
JK Paper Limited,JKPAPER,EQ,16-JUN-2005,10,1,INE789E01012,10
JK Tyre & Industries Limited,JKTYRE,EQ,19-MAR-2007,2,1,INE573A01042,2
Jupiter Life Line Hospitals Limited,JLHL,EQ,18-SEP-2023,10,1,INE682M01012,10
Jullundur Motor Agency (Delhi) Limited,JMA,EQ,16-MAR-2015,2,1,INE412C01023,2
JM Financial Limited,JMFINANCIL,EQ,10-OCT-2006,1,1,INE780C01023,1
JNK India Limited,JNKINDIA,EQ,30-APR-2024,2,1,INE0OAF01028,2
Jocil Limited,JOCIL,EQ,08-OCT-2008,10,1,INE839G01010,10
Jindal Poly Investment and Finance Company Limited,JPOLYINVST,EQ,11-NOV-2013,10,1,INE147P01019,10
Jaiprakash Power Ventures Limited,JPPOWER,EQ,18-APR-2005,10,1,INE351F01018,10
Jana Small Finance Bank Limited,JSFB,EQ,14-FEB-2024,10,1,INE953L01027,10
Jindal Stainless Limited,JSL,EQ,17-NOV-2003,2,1,INE220G01021,2
JSW Energy Limited,JSWENERGY,EQ,04-JAN-2010,10,1,INE121E01018,10
JSW Holdings Limited,JSWHL,BE,21-JUN-2005,10,1,INE824G01012,10
JSW Infrastructure Limited,JSWINFRA,EQ,03-OCT-2023,2,1,INE880J01026,2
JSW Steel Limited,JSWSTEEL,EQ,23-MAR-2005,1,1,INE019A01038,1
Jtekt India Limited,JTEKTINDIA,EQ,12-JAN-2004,1,1,INE643A01035,1
JTL INDUSTRIES LIMITED,JTLIND,EQ,12-JUN-2023,1,1,INE391J01032,1
Jubilant Agri and Consumer Products Limited,JUBLCPL,EQ,14-FEB-2025,10,1,INE03CC01015,10
Jubilant Foodworks Limited,JUBLFOOD,EQ,08-FEB-2010,2,1,INE797F01020,2
Jubilant Ingrevia Limited,JUBLINGREA,EQ,19-MAR-2021,1,1,INE0BY001018,1
Jubilant Pharmova Limited,JUBLPHARMA,EQ,16-JUN-2003,1,1,INE700A01033,1
Juniper Hotels Limited,JUNIPER,EQ,28-FEB-2024,10,1,INE696F01016,10
Just Dial Limited,JUSTDIAL,EQ,05-JUN-2013,10,1,INE599M01018,10
Jupiter Wagons Limited,JWL,EQ,18-OCT-2010,10,1,INE209L01016,10
Jyothy Labs Limited,JYOTHYLAB,EQ,19-DEC-2007,1,1,INE668F01031,1
Jyoti CNC Automation Limited,JYOTICNC,EQ,16-JAN-2024,2,1,INE980O01024,2
Jyoti Structures Limited,JYOTISTRUC,EQ,19-JUL-1995,2,1,INE197A01024,2
Kabra Extrusion Technik Limited,KABRAEXTRU,BE,06-SEP-1995,5,1,INE900B01029,5
Kajaria Ceramics Limited,KAJARIACER,EQ,01-JUN-2004,1,1,INE217B01036,1
Kakatiya Cement Sugar & Industries Limited,KAKATCEM,EQ,13-DEC-1995,10,1,INE437B01014,10
Sai Silks (Kalamandir) Limited,KALAMANDIR,EQ,27-SEP-2023,2,1,INE438K01021,2
Kalyani Commercials Limited,KALYANI,BE,13-FEB-2017,10,1,INE610E01010,10
Kalyani Forge Limited,KALYANIFRG,EQ,20-DEC-2007,10,1,INE314G01014,10
Kalyan Jewellers India Limited,KALYANKJIL,EQ,26-MAR-2021,10,1,INE303R01014,10
Kamat Hotels (I) Limited,KAMATHOTEL,EQ,29-MAY-1996,10,1,INE967C01018,10
Kamdhenu Limited,KAMDHENU,EQ,09-MAY-2006,1,1,INE390H01020,1
Kamdhenu Ventures Limited,KAMOPAINTS,BE,24-JAN-2023,1,1,INE0BTI01037,1
Kanani Industries Limited,KANANIIND,EQ,14-DEC-2011,1,1,INE879E01037,1
Kanoria Chemicals & Industries Limited,KANORICHEM,EQ,08-FEB-1995,5,1,INE138C01024,5
Kanpur Plastipack Limited,KANPRPLA,BE,01-JAN-2021,10,1,INE694E01014,10
Kansai Nerolac Paints Limited,KANSAINER,EQ,15-SEP-2003,1,1,INE531A01024,1
Kapston Services Limited,KAPSTON,EQ,27-MAY-2020,5,1,INE542Z01028,5
Karma Energy Limited,KARMAENG,BE,28-JUN-2011,10,1,INE725L01011,10
Karur Vysya Bank Limited,KARURVYSYA,EQ,26-JUL-2000,2,1,INE036D01028,2
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA,EQ,14-DEC-2007,1000,1,INE234I01028,1000
Kavveri Telecom Products Limited,KAVVERITEL,BE,29-JAN-2008,10,1,INE641C01019,10
Kaya Limited,KAYA,BE,14-AUG-2015,10,1,INE587G01015,10
Kaynes Technology India Limited,KAYNES,EQ,22-NOV-2022,10,1,INE918Z01012,10
KBC Global Limited,KBCGLOBAL,EQ,02-APR-2018,1,1,INE278R01034,1
KCP Limited,KCP,EQ,09-APR-1997,1,1,INE805C01028,1
KCP Sugar and Industries Corporation Limited,KCPSUGIND,EQ,11-JUN-1997,1,1,INE790B01024,1
KDDL Limited,KDDL,EQ,23-MAR-2016,10,1,INE291D01011,10
KEC International Limited,KEC,EQ,10-MAR-2006,2,1,INE389H01022,2
Kirloskar Electric Company Limited,KECL,EQ,09-MAR-2010,10,1,INE134B01017,10
DSJ Keep Learning Limited,KEEPLEARN,BE,01-MAR-1995,1,1,INE055C01020,1
KEI Industries Limited,KEI,EQ,23-MAR-2006,2,1,INE878B01027,2
Kellton Tech Solutions Limited,KELLTONTEC,EQ,02-MAR-2016,5,1,INE164B01022,5
Kernex Microsystems (India) Limited,KERNEX,BE,20-DEC-2005,10,1,INE202H01019,10
Kesoram Industries Limited,KESORAMIND,BE,06-SEP-1995,10,1,INE087A01019,10
Keynote Financial Services Limited,KEYFINSERV,BE,26-JUN-1996,10,1,INE681C01015,10
Kfin Technologies Limited,KFINTECH,EQ,29-DEC-2022,10,1,INE138Y01010,10
Khadim India Limited,KHADIM,EQ,14-NOV-2017,10,1,INE834I01025,10
Khaitan Chemicals & Fertilizers Limited,KHAICHEM,BE,30-OCT-2020,1,1,INE745B01028,1
Khaitan (India) Limited,KHAITANLTD,BE,20-DEC-1995,10,1,INE731C01018,10
Khandwala Securities Limited,KHANDSE,EQ,07-FEB-2001,10,1,INE060B01014,10
Kalyani Investment Company Limited,KICL,EQ,14-JAN-2011,10,1,INE029L01018,10
Kilitch Drugs (India) Limited,KILITCH,BE,29-SEP-2010,10,1,INE729D01010,10
Krishna Institute of Medical Sciences Limited,KIMS,EQ,28-JUN-2021,2,1,INE967H01025,2
Kingfa Science & Technology (India) Limited,KINGFA,EQ,15-NOV-2016,10,1,INE473D01015,10
KIOCL Limited,KIOCL,EQ,29-NOV-2016,10,1,INE880L01014,10
Kiri Industries Limited,KIRIINDUS,EQ,22-APR-2008,10,1,INE415I01015,10
Kirloskar Brothers Limited,KIRLOSBROS,EQ,20-APR-2010,2,1,INE732A01036,2
Kirloskar Oil Engines Limited,KIRLOSENG,EQ,24-DEC-2010,2,1,INE146L01010,2
Kirloskar Industries Limited,KIRLOSIND,EQ,24-JUN-2010,10,1,INE250A01039,10
Kirloskar Pneumatic Company Limited,KIRLPNU,EQ,26-APR-2023,2,1,INE811A01020,2
Kitex Garments Limited,KITEX,BE,25-SEP-2012,1,1,INE602G01020,1
Kewal Kiran Clothing Limited,KKCL,EQ,13-APR-2006,10,1,INE401H01017,10
Knowledge Marine & Engineering Works Limited,KMEW,EQ,14-NOV-2024,10,1,INE0CJD01011,10
K.M.Sugar Mills Limited,KMSUGAR,EQ,31-MAY-2007,2,1,INE157H01023,2
KNR Constructions Limited,KNRCON,EQ,18-FEB-2008,2,1,INE634I01029,2
Kohinoor Foods Limited,KOHINOOR,EQ,20-OCT-1999,10,1,INE080B01012,10
Kokuyo Camlin Limited,KOKUYOCMLN,EQ,28-JUL-2008,1,1,INE760A01029,1
Kolte - Patil Developers Limited,KOLTEPATIL,EQ,13-DEC-2007,10,1,INE094I01018,10
Kopran Limited,KOPRAN,EQ,09-JUN-1999,10,1,INE082A01010,10
Kotak Mahindra Bank Limited,KOTAKBANK,EQ,20-DEC-1995,5,1,INE237A01028,5
Kothari Sugars And Chemicals Limited,KOTARISUG,EQ,13-DEC-2004,10,1,INE419A01022,10
Kothari Petrochemicals Limited,KOTHARIPET,EQ,02-NOV-1996,10,1,INE720A01015,10
Kothari Products Limited,KOTHARIPRO,EQ,03-JUN-1998,10,1,INE823A01017,10
K.P. Energy Limited,KPEL,EQ,14-NOV-2024,5,1,INE127T01021,5
KPI Green Energy Limited,KPIGREEN,EQ,27-JUL-2021,5,1,INE542W01025,5
Kalpataru Projects International Limited,KPIL,EQ,15-DEC-2000,2,1,INE220B01022,2
KPIT Technologies Limited,KPITTECH,EQ,22-APR-2019,10,1,INE04I401011,10
K.P.R. Mill Limited,KPRMILL,EQ,28-AUG-2007,1,1,INE930H01031,1
KRBL Limited,KRBL,EQ,21-JAN-2002,1,1,INE001B01026,1
Krebs Biochemicals and Industries Limited,KREBSBIO,BE,03-JAN-1996,10,1,INE268B01013,10
Kridhan Infra Limited,KRIDHANINF,EQ,11-DEC-2015,2,1,INE524L01026,2
Krishana Phoschem Limited,KRISHANA,EQ,22-AUG-2019,10,1,INE506W01012,10
Krishival Foods Limited,KRISHIVAL,BE,20-JUN-2025,10,1,INE0GGO01015,10
Kriti Industries (India) Limited,KRITI,BE,01-NOV-2021,1,1,INE479D01038,1
Kritika Wires Limited,KRITIKA,EQ,04-MAY-2022,2,1,INE00Z501029,2
Kriti Nutrients Limited,KRITINUT,EQ,07-OCT-2022,1,1,INE798K01010,1
KRN Heat Exchanger and Refrigeration Limited,KRN,EQ,03-OCT-2024,10,1,INE0Q3J01015,10
Kronox Lab Sciences Limited,KRONOX,EQ,10-JUN-2024,10,1,INE0ATZ01017,10
Kross Limited,KROSS,EQ,16-SEP-2024,5,1,INE0O6601022,5
Krsnaa Diagnostics Limited,KRSNAA,EQ,16-AUG-2021,5,1,INE08LI01020,5
Krystal Integrated Services Limited,KRYSTAL,BE,21-MAR-2024,10,1,INE0QN801017,10
Ksb Limited,KSB,EQ,08-FEB-1995,2,1,INE999A01023,2
Kaveri Seed Company Limited,KSCL,EQ,04-OCT-2007,2,1,INE455I01029,2
Kshitij Polyline Limited,KSHITIJPOL,EQ,27-JUL-2022,2,1,INE013801027,2
Kalyani Steels Limited,KSL,EQ,19-MAY-2010,5,1,INE907A01026,5
Ksolves India Limited,KSOLVES,EQ,23-SEP-2022,5,1,INE0D6I01023,5
The Karnataka Bank Limited,KTKBANK,EQ,10-MAY-2000,10,1,INE614B01018,10
Kuantum Papers Limited,KUANTUM,EQ,23-OCT-2019,1,1,INE529I01021,1
Lagnam Spintex Limited,LAGNAM,EQ,30-SEP-2021,10,1,INE548Z01017,10
Lakshmi Precision Screws Limited,LAKPRE,BZ,26-SEP-2006,10,1,INE651C01018,10
Lorenzini Apparels Limited,LAL,BE,10-APR-2023,1,1,INE740X01023,1
Dr. Lal Path Labs Ltd.,LALPATHLAB,EQ,23-DEC-2015,10,1,INE600L01024,10
Lambodhara Textiles Limited,LAMBODHARA,EQ,04-FEB-2015,5,1,INE112F01022,5
Lancor Holdings Limited,LANCORHOL,EQ,12-MAR-2024,2,1,INE572G01025,2
Landmark Cars Limited,LANDMARK,EQ,23-DEC-2022,5,1,INE559R01029,5
La Opala RG Limited,LAOPALA,EQ,16-MAR-2007,2,1,INE059D01020,2
Lasa Supergenerics Limited,LASA,BE,21-SEP-2017,10,1,INE670X01014,10
Latent View Analytics Limited,LATENTVIEW,EQ,23-NOV-2021,1,1,INE0I7C01011,1
Latteys Industries Limited,LATTEYS,BE,23-MAY-2023,2,1,INE262Z01023,2
Laurus Labs Limited,LAURUSLABS,EQ,19-DEC-2016,2,1,INE947Q01028,2
Laxmi Cotspin Limited,LAXMICOT,EQ,12-NOV-2021,10,1,INE801V01019,10
Laxmi Dental Limited,LAXMIDENTL,EQ,20-JAN-2025,2,1,INE0WO601020,2
Lemon Tree Hotels Limited,LEMONTREE,EQ,09-APR-2018,10,1,INE970X01018,10
Lexus Granito (India) Limited,LEXUS,EQ,13-MAR-2023,10,1,INE500X01013,10
Lakshmi Finance & Industrial Corporation Limited,LFIC,EQ,15-APR-2015,10,1,INE850E01012,10
LG Balakrishnan & Bros Limited,LGBBROSLTD,EQ,30-MAR-2010,10,1,INE337A01034,10
Laxmi Goldorna House Limited,LGHL,EQ,10-NOV-2023,10,1,INE258Y01016,10
Libas Consumer Products Limited,LIBAS,EQ,23-JUL-2019,10,1,INE908V01012,10
Liberty Shoes Limited,LIBERTSHOE,BE,27-SEP-1995,10,1,INE557B01019,10
LIC Housing Finance Limited,LICHSGFIN,EQ,29-JUL-1998,2,1,INE115A01026,2
Life Insurance Corporation Of India,LICI,EQ,17-MAY-2022,10,1,INE0J1Y01017,10
Likhitha Infrastructure Limited,LIKHITHA,EQ,15-OCT-2020,5,1,INE060901027,5
Linc Limited,LINC,EQ,09-MAR-2015,5,1,INE802B01027,5
Lincoln Pharmaceuticals Limited,LINCOLN,EQ,17-DEC-2015,10,1,INE405C01035,10
Linde India Limited,LINDEINDIA,EQ,16-JUN-1999,10,1,INE473A01011,10
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG,EQ,18-JUL-2016,1,1,INE093R01011,1
Lloyds Enterprises Limited,LLOYDSENT,EQ,17-OCT-2024,1,1,INE080I01025,1
Lloyds Metals And Energy Limited,LLOYDSME,EQ,17-JUL-2023,1,1,INE281B01032,1
LMW Limited,LMW,EQ,29-MAR-1995,10,1,INE269B01029,10
Macrotech Developers Limited,LODHA,EQ,19-APR-2021,10,1,INE670K01029,10
Lokesh Machines Limited,LOKESHMACH,BE,05-MAY-2006,10,1,INE397H01017,10
Lords Chloro Alkali Limited,LORDSCHLO,EQ,28-AUG-2023,10,1,INE846D01012,10
Lotus Eye Hospital and Institute Limited,LOTUSEYE,EQ,11-JUL-2008,10,1,INE947I01017,10
Lovable Lingerie Limited,LOVABLE,EQ,24-MAR-2011,10,1,INE597L01014,10
Loyal Textile Mills Limited,LOYALTEX,EQ,11-AUG-2022,10,1,INE970D01010,10
Landmark Property Development Company Limited,LPDC,EQ,12-AUG-2008,1,1,INE197J01017,1
Larsen & Toubro Limited,LT,EQ,23-JUN-2004,2,1,INE018A01030,2
L&T Finance Limited,LTF,EQ,12-AUG-2011,10,1,INE498L01015,10
LT Foods Limited,LTFOODS,EQ,18-DEC-2006,1,1,INE818H01020,1
LTIMindtree Limited,LTIM,EQ,21-JUL-2016,1,1,INE214T01019,1
L&T Technology Services Limited,LTTS,EQ,23-SEP-2016,2,1,INE010V01017,2
Lumax Industries Limited,LUMAXIND,EQ,06-SEP-1995,10,1,INE162B01018,10
Lumax Auto Technologies Limited,LUMAXTECH,EQ,16-JAN-2007,2,1,INE872H01027,2
Lupin Limited,LUPIN,EQ,10-SEP-2001,2,1,INE326A01037,2
Lux Industries Limited,LUXIND,EQ,30-NOV-2015,2,1,INE150G01020,2
Laxmi Organic Industries Limited,LXCHEM,EQ,25-MAR-2021,2,1,INE576O01020,2
Lyka Labs Limited,LYKALABS,EQ,08-FEB-1995,10,1,INE933A01014,10
Lypsa Gems & Jewellery Limited,LYPSAGEMS,BE,05-NOV-2013,10,1,INE142K01011,10
Mahindra & Mahindra Limited,M&M,EQ,03-JAN-1996,5,1,INE101A01026,5
Mahindra & Mahindra Financial Services Limited,M&MFIN,EQ,17-MAR-2006,2,1,INE774D01024,2
Maan Aluminium Limited,MAANALU,BE,22-OCT-2007,5,1,INE215I01027,5
Macpower CNC Machines Limited,MACPOWER,BE,19-AUG-2020,10,1,INE155Z01011,10
Madhav Marbles and Granites Limited,MADHAV,EQ,20-DEC-2007,10,1,INE925C01016,10
Madhucon Projects Limited,MADHUCON,BE,05-OCT-2006,1,1,INE378D01032,1
Madras Fertilizers Limited,MADRASFERT,EQ,25-JUL-1997,10,1,INE414A01015,10
Magadh Sugar & Energy Limited,MAGADSUGAR,EQ,28-JUL-2017,10,1,INE347W01011,10
Magnum Ventures Limited,MAGNUM,EQ,20-SEP-2007,10,1,INE387I01016,10
Bank of Maharashtra,MAHABANK,EQ,12-APR-2004,10,1,INE457A01014,10
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD,EQ,21-JAN-1998,10,1,INE843B01013,10
Mahamaya Steel Industries Limited,MAHASTEEL,BE,01-JUL-2016,10,1,INE451L01014,10
Mahindra EPC Irrigation Limited,MAHEPC,EQ,14-FEB-2020,10,1,INE215D01010,10
Maheshwari Logistics Limited,MAHESHWARI,EQ,15-APR-2019,10,1,INE263W01010,10
Mahindra Lifespace Developers Limited,MAHLIFE,EQ,10-MAY-2000,10,1,INE813A01018,10
Mahindra Logistics Limited,MAHLOG,EQ,10-NOV-2017,10,1,INE766P01016,10
Maharashtra Scooters Limited,MAHSCOOTER,EQ,08-FEB-1995,10,1,INE288A01013,10
Maharashtra Seamless Limited,MAHSEAMLES,EQ,25-AUG-2004,5,1,INE271B01025,5
Maithan Alloys Limited,MAITHANALL,EQ,05-JUL-2011,10,1,INE683C01011,10
Mallcom (India) Limited,MALLCOM,EQ,02-FEB-2022,10,1,INE389C01015,10
Malu Paper Mills Limited,MALUPAPER,EQ,05-APR-2006,10,1,INE383H01017,10
Mamata Machinery Limited,MAMATA,EQ,27-DEC-2024,10,1,INE0TO701015,10
Manaksia Aluminium Company Limited,MANAKALUCO,EQ,30-MAR-2015,1,1,INE859Q01017,1
Manaksia Coated Metals & Industries Limited,MANAKCOAT,EQ,30-MAR-2015,1,1,INE830Q01018,1
Manaksia Limited,MANAKSIA,EQ,08-JAN-2008,2,1,INE015D01022,2
Manaksia Steels Limited,MANAKSTEEL,EQ,30-MAR-2015,1,1,INE824Q01011,1
Manali Petrochemicals Limited,MANALIPETC,EQ,06-DEC-2006,5,1,INE201A01024,5
Manappuram Finance Limited,MANAPPURAM,EQ,01-DEC-2014,2,1,INE522D01027,2
Manba Finance Limited,MANBA,EQ,30-SEP-2024,10,1,INE939X01013,10
Mangal Credit and Fincorp Limited,MANCREDIT,EQ,16-AUG-2024,10,1,INE545L01039,10
Mangalam Drugs And Organics Limited,MANGALAM,EQ,23-MAY-2005,10,1,INE584F01014,10
Mangalore Chemicals & Fertilizers Limited,MANGCHEFER,EQ,22-OCT-2007,10,1,INE558B01017,10
Mangalam Cement Limited,MANGLMCEM,EQ,03-JAN-1996,10,1,INE347A01017,10
Man Industries (India) Limited,MANINDS,EQ,24-JUN-2005,5,1,INE993A01026,5
Man Infraconstruction Limited,MANINFRA,EQ,11-MAR-2010,2,1,INE949H01023,2
Mankind Pharma Limited,MANKIND,EQ,09-MAY-2023,1,1,INE634S01028,1
Manomay Tex India Limited,MANOMAY,EQ,18-JAN-2023,10,1,INE784W01015,10
Manorama Industries Limited,MANORAMA,EQ,01-JUL-2022,2,1,INE00VM01036,2
Mangalam Organics Limited,MANORG,BE,02-NOV-2021,10,1,INE370D01013,10
Manugraph India Limited,MANUGRAPH,BE,14-SEP-2006,2,1,INE867A01022,2
Vedant Fashions Limited,MANYAVAR,EQ,16-FEB-2022,1,1,INE825V01034,1
C.E. Info Systems Limited,MAPMYINDIA,EQ,21-DEC-2021,2,1,INE0BV301023,2
Maral Overseas Limited,MARALOVER,EQ,08-FEB-1995,10,1,INE882A01013,10
Marathon Nextgen Realty Limited,MARATHON,EQ,29-SEP-2016,5,1,INE182D01020,5
Marico Limited,MARICO,EQ,01-MAY-1996,1,1,INE196A01026,1
Marine Electricals (India) Limited,MARINE,BE,02-DEC-2020,2,1,INE01JE01028,2
Marksans Pharma Limited,MARKSANS,EQ,21-JAN-2002,1,1,INE750C01026,1
Maruti Suzuki India Limited,MARUTI,EQ,09-JUL-2003,5,1,INE585B01010,5
MAS Financial Services Limited,MASFIN,EQ,18-OCT-2017,10,1,INE348L01012,10
Mask Investments Limited,MASKINVEST,BE,14-OCT-2016,10,1,INE885F01015,10
Mastek Limited,MASTEK,EQ,10-MAY-1995,5,1,INE759A01021,5
Master Trust Limited,MASTERTR,EQ,12-NOV-2024,1,1,INE677D01037,1
Matrimony.Com Limited,MATRIMONY,EQ,21-SEP-2017,5,1,INE866R01028,5
Mawana Sugars Limited,MAWANASUG,EQ,20-MAR-2009,10,1,INE636A01039,10
Max Estates Limited,MAXESTATES,EQ,30-OCT-2023,10,1,INE03EI01018,10
Max Healthcare Institute Limited,MAXHEALTH,EQ,21-AUG-2020,10,1,INE027H01010,10
Max India Limited,MAXIND,EQ,28-AUG-2020,10,1,INE0CG601016,10
Mayur Uniquoters Ltd,MAYURUNIQ,EQ,25-SEP-2012,5,1,INE040D01038,5
Mazda Limited,MAZDA,EQ,01-NOV-2016,2,1,INE885E01042,2
Mazagon Dock Shipbuilders Limited,MAZDOCK,EQ,12-OCT-2020,5,1,INE249Z01020,5
Madhya Bharat Agro Products Limited,MBAPL,EQ,22-AUG-2019,10,1,INE900L01010,10
MBL Infrastructure Limited,MBLINFRA,EQ,11-JAN-2010,10,1,INE912H01013,10
Madhav Copper Limited,MCL,EQ,19-AUG-2020,5,1,INE813V01022,5
Mcleod Russel India Limited,MCLEODRUSS,EQ,29-JUL-2005,5,1,INE942G01012,5
Magellanic Cloud Limited,MCLOUD,EQ,07-FEB-2025,2,1,INE613C01026,2
Multi Commodity Exchange of India Limited,MCX,EQ,09-MAR-2012,10,1,INE745G01035,10
Global Health Limited,MEDANTA,EQ,16-NOV-2022,2,1,INE474Q01031,2
Medi Assist Healthcare Services Limited,MEDIASSIST,EQ,23-JAN-2024,5,1,INE456Z01021,5
Medicamen Biotech Limited,MEDICAMEQ,EQ,27-OCT-2021,10,1,INE646B01010,10
Medico Remedies Limited,MEDICO,EQ,26-MAY-2022,2,1,INE630Y01024,2
Medplus Health Services Limited,MEDPLUS,EQ,23-DEC-2021,2,1,INE804L01022,2
Megasoft Limited,MEGASOFT,BE,19-JUL-2007,10,1,INE933B01012,10
Megastar Foods Limited,MEGASTAR,EQ,16-FEB-2022,10,1,INE00EM01016,10
Menon Bearings Limited,MENONBE,EQ,09-MAR-2015,1,1,INE071D01033,1
MEP Infrastructure Developers Limited,MEP,BZ,06-MAY-2015,10,1,INE776I01010,10
Metro Brands Limited,METROBRAND,EQ,22-DEC-2021,5,1,INE317I01021,5
Metropolis Healthcare Limited,METROPOLIS,EQ,15-APR-2019,2,1,INE112L01020,2
Mahalaxmi Fabric Mills Limited,MFML,BE,27-AUG-2024,10,1,INE0US801024,10
Max Financial Services Limited,MFSL,EQ,17-MAY-2000,2,1,INE180A01020,2
Mangalam Global Enterprise Limited,MGEL,EQ,23-DEC-2020,1,1,INE0APB01032,1
Mahanagar Gas Limited,MGL,EQ,01-JUL-2016,10,1,INE002S01010,10
Mahalaxmi Rubtech Limited,MHLXMIRU,EQ,27-JAN-2022,10,1,INE112D01035,10
Mahindra Holidays & Resorts India Limited,MHRIL,EQ,16-JUL-2009,10,1,INE998I01010,10
MIC Electronics Limited,MICEL,EQ,17-DEC-2021,2,1,INE287C01037,2
Mishra Dhatu Nigam Limited,MIDHANI,EQ,04-APR-2018,10,1,INE099Z01011,10
Minda Corporation Limited,MINDACORP,EQ,16-OCT-2014,2,1,INE842C01021,2
Mindteck (India) Limited,MINDTECK,EQ,02-AUG-2016,10,1,INE110B01017,10
MIRC Electronics Limited,MIRCELECTR,BE,24-MAY-2004,1,1,INE831A01028,1
Mirza International Limited,MIRZAINT,EQ,28-APR-1999,2,1,INE771A01026,2
MITCON Consultancy & Engineering Services Limited,MITCON,EQ,17-MAR-2022,10,1,INE828O01033,10
Mittal Life Style Limited,MITTAL,EQ,29-APR-2020,1,1,INE997Y01027,1
M K Proteins Limited,MKPL,BE,13-JUN-2023,1,1,INE964W01021,1
MM Forgings Limited,MMFL,EQ,20-DEC-2006,10,1,INE227C01017,10
MMP Industries Limited,MMP,EQ,09-JAN-2020,10,1,INE511Y01018,10
MMTC Limited,MMTC,BE,09-APR-2012,1,1,INE123F01029,1
One Mobikwik Systems Limited,MOBIKWIK,EQ,18-DEC-2024,2,1,INE0HLU01028,2
Modi Rubber Limited,MODIRUBBER,BE,07-FEB-1996,10,1,INE832A01018,10
MODISON LIMITED,MODISONLTD,EQ,03-MAY-2021,1,1,INE737D01021,1
Modern Threads (India) Limited,MODTHREAD,EQ,22-NOV-1995,10,50,INE794W01014,10
Mohit Industries Limited,MOHITIND,EQ,14-MAR-2013,10,1,INE954E01012,10
MOIL Limited,MOIL,EQ,15-DEC-2010,10,1,INE490G01020,10
Moksh Ornaments Limited,MOKSH,EQ,21-MAY-2021,2,1,INE514Y01020,2
Meghmani Organics Limited,MOL,EQ,18-AUG-2021,1,1,INE0CT101020,1
Mold-Tek Technologies Limited,MOLDTECH,EQ,07-JUL-2016,2,1,INE835B01035,2
